"TDS","NO2+NO3","Ca","Mg","Na","K","Cl","SO4","F","HCO3","pH_GEN","HAR_Total","SAR","WQI","ClassLabel-No"
"2858","77","109","80","325","6","317","300","1","564","8","642","2","5289","2"
"4201","62","80","72","53","0","305","355","1","319","6","428","4","5886","2"
"2621","97","185","50","12","5","436","309","1","522","6","499","5","4748","2"
"3566","76","178","40","346","7","393","209","1","424","8","1133","4","6385","1"
"4150","52","88","87","385","6","501","216","1","263","6","959","5","6719","1"
"4689","58","95","53","417","7","738","225","1","564","7","825","3","7682","1"
"4483","92","192","51","255","0","474","220","1","272","8","768","6","6822","1"
"2291","68","178","58","162","4","904","395","1","315","7","611","6","5000","1"
"4163","56","155","78","293","4","387","300","1","476","8","515","4","6440","2"
"4244","59","114","52","368","11","780","267","1","544","6","658","3","7107","3"
"3575","55","81","46","104","9","859","245","1","226","7","123","6","5337","2"
"4643","46","141","32","95","1","858","346","1","325","6","894","7","7395","1"
"4505","60","185","96","406","3","479","236","1","250","7","436","6","6670","4"
"4132","86","108","67","510","6","394","219","1","312","8","950","6","6799","4"
"4085","60","113","72","239","2","848","223","1","372","6","104","3","6128","3"
"3896","93","76","82","23","1","657","358","1","401","8","570","5","6171","2"
"2670","87","180","99","372","9","435","206","1","327","8","794","6","5194","3"
"3027","93","114","84","486","2","755","365","1","402","6","652","3","5990","4"
"4580","89","184","32","420","2","320","264","1","409","8","605","1","6915","3"
"4724","95","85","37","412","9","771","383","1","499","7","994","7","8024","3"
"3693","81","153","53","34","10","448","355","1","540","8","745","5","6126","1"
"2768","62","131","95","326","8","492","253","1","548","8","497","1","5190","3"
"4617","50","99","68","345","5","556","285","1","486","8","964","7","7491","1"
"2518","45","178","77","51","9","542","259","1","367","7","887","4","4945","3"
"3530","48","179","41","399","1","596","229","1","314","8","332","5","5683","4"
"4277","81","174","67","21","3","640","376","1","332","7","1103","2","7084","1"
"3607","85","91","42","217","10","749","237","1","329","7","676","1","6052","2"
"3349","83","200","58","54","1","819","287","1","243","6","478","10","5589","2"
"2257","97","174","72","345","9","563","255","1","499","7","349","2","4630","4"
"3790","83","118","86","225","5","809","388","1","422","7","516","4","6454","3"
"4139","48","128","52","62","11","419","243","1","278","7","271","5","5664","4"
"4539","65","199","65","340","2","374","362","1","351","6","313","6","6623","3"
"4462","91","133","82","437","6","838","347","1","513","6","415","2","7333","3"
"4479","62","123","65","180","8","770","320","1","307","7","824","7","7153","4"
"2821","67","124","75","9","3","970","281","1","339","8","145","2","4845","2"
"4158","55","164","100","333","11","508","284","1","250","8","896","3","6771","3"
"2003","60","131","77","312","0","977","304","1","555","6","504","3","4933","2"
"4043","94","113","72","240","3","766","363","1","569","7","286","9","6566","3"
"3110","80","94","65","12","4","904","271","1","302","7","929","4","5783","2"
"2771","46","156","53","92","8","812","337","1","247","7","111","6","4647","3"
"4665","93","112","72","24","10","927","328","1","535","6","796","2","7571","1"
"2174","70","119","39","410","2","312","269","1","304","7","578","7","4292","4"
"4284","65","171","94","526","0","280","286","1","379","7","394","4","6491","3"
"2617","55","80","87","25","11","767","291","1","336","8","243","1","4522","3"
"2424","66","86","33","199","2","800","340","1","491","6","84","7","4539","4"
"3388","83","195","95","207","6","836","241","1","541","7","652","3","6255","3"
"3633","92","83","78","238","7","578","363","1","600","8","540","9","6230","2"
"2134","46","181","56","275","3","740","253","1","489","6","275","10","4469","3"
"2518","68","87","55","135","9","269","400","1","293","7","1130","7","4979","1"
"2627","77","127","72","291","8","988","249","1","586","7","829","1","5863","2"
"2681","82","124","82","524","9","997","373","1","558","8","349","5","5793","4"
"3978","65","194","79","200","7","886","283","1","581","8","1126","5","7413","4"
"3875","70","107","40","233","4","450","256","1","586","7","131","9","5769","4"
"4469","67","183","78","119","8","938","314","1","294","6","906","7","7390","3"
"4045","89","140","93","483","10","651","263","1","518","8","634","2","6937","4"
"4017","98","85","64","212","2","571","212","1","398","8","769","2","6439","3"
"3643","49","129","76","316","6","401","235","1","423","7","321","2","5609","4"
"4172","63","172","64","82","0","887","248","1","538","7","110","2","6346","4"
"3067","74","133","80","131","3","559","231","1","265","7","908","4","5463","2"
"2068","82","200","65","186","10","512","381","1","270","7","787","2","4571","4"
"3848","77","139","79","499","2","604","315","1","427","8","742","4","6745","3"
"2423","87","130","59","174","10","510","356","1","479","7","326","2","4564","3"
"2501","79","147","44","48","7","698","215","1","583","6","979","4","5312","3"
"3379","49","156","37","31","2","820","313","1","565","7","813","10","6183","1"
"3501","58","120","40","65","6","640","327","1","233","7","252","1","5251","1"
"2521","85","168","85","127","3","869","258","1","253","6","810","2","5188","3"
"3017","82","199","78","426","11","414","296","1","529","7","921","10","5991","4"
"2491","78","178","81","62","4","303","256","1","469","6","479","1","4409","3"
"2199","73","179","41","238","8","899","392","1","325","8","247","5","4615","2"
"3277","100","154","47","196","11","778","254","1","476","6","893","5","6198","2"
"4455","94","89","82","383","1","831","208","1","548","8","943","10","7653","4"
"4702","53","106","66","136","0","357","264","1","276","7","162","7","6137","2"
"3495","59","76","73","46","4","418","380","1","596","7","133","10","5298","1"
"3772","96","155","66","234","3","451","315","1","245","8","396","10","5752","2"
"2290","58","140","71","335","0","384","296","1","468","8","71","4","4126","3"
"3789","98","126","94","11","8","438","208","1","410","6","283","3","5475","2"
"4767","53","103","75","296","1","452","208","1","465","7","974","1","7403","1"
"4096","50","114","100","412","9","629","398","1","371","7","968","7","7162","2"
"4886","73","142","38","64","3","516","380","1","556","6","872","6","7543","2"
"4049","47","173","79","471","0","894","246","1","438","7","637","5","7047","3"
"4328","77","177","86","307","8","831","312","1","209","7","71","9","6423","4"
"4371","67","160","32","526","1","730","369","1","323","6","235","4","6825","1"
"3818","78","155","66","384","5","254","332","1","448","8","893","9","6451","2"
"2172","59","192","96","203","3","939","225","1","262","7","968","10","5137","4"
"2106","62","84","62","15","9","275","238","1","520","8","633","2","4015","3"
"2326","89","165","36","197","7","500","314","1","524","7","836","9","5011","3"
"2779","60","92","65","48","3","407","286","1","554","6","697","3","5001","3"
"2607","75","120","58","160","10","829","346","1","398","7","102","9","4722","3"
"2309","73","183","55","308","5","741","319","1","359","7","285","8","4653","2"
"3907","78","87","71","280","2","675","267","1","252","6","329","8","5963","4"
"4643","77","92","85","96","4","636","384","1","311","8","64","10","6411","3"
"3959","59","97","63","357","10","911","288","1","221","8","506","7","6487","4"
"3702","82","192","34","307","10","533","310","1","373","6","1072","8","6630","4"
"3431","84","176","34","444","1","873","306","1","275","7","524","3","6159","4"
"2685","81","98","59","299","8","456","369","1","405","8","1130","9","5608","3"
"2340","90","179","91","42","4","862","256","1","390","6","819","10","5090","1"
"3826","58","155","43","301","2","437","356","1","454","8","501","8","6150","1"
"4213","45","130","70","27","2","537","379","1","536","6","1121","8","7075","1"
"3051","81","111","54","270","3","732","292","1","451","6","395","2","5449","4"
"2089","58","128","44","371","0","305","204","1","322","8","171","5","3706","4"
"4080","63","148","65","243","7","252","228","1","366","8","358","9","5828","2"
"4033","49","152","96","451","10","364","276","1","362","7","840","8","6649","3"
"2777","93","191","73","489","8","792","223","1","428","8","791","8","5882","3"
"2359","99","190","36","36","2","270","213","1","327","6","689","3","4231","4"
"4357","85","90","94","181","0","289","375","1","437","7","722","2","6640","4"
"4618","71","104","61","130","2","540","385","1","575","6","696","5","7194","3"
"2714","77","174","86","300","5","446","385","1","528","6","528","1","5251","4"
"2792","90","122","78","210","5","301","336","1","354","6","460","9","4764","4"
"4571","69","124","57","469","4","530","211","1","242","6","907","3","7194","3"
"4564","80","165","56","439","1","598","273","1","415","6","146","3","6747","1"
"2779","98","172","30","199","2","826","343","1","385","8","367","6","5216","3"
"2107","78","200","35","161","6","844","384","1","201","7","283","1","4308","3"
"3720","61","96","98","528","1","627","206","1","273","7","876","7","6501","1"
"3143","68","75","81","273","8","323","202","1","333","7","482","9","5005","4"
"3173","69","82","100","522","4","860","361","1","425","8","464","9","6078","2"
"2688","60","194","57","408","7","579","284","1","390","7","692","5","5372","2"
"3113","72","90","39","264","3","658","398","1","215","6","133","6","4998","2"
"2435","58","122","42","106","4","506","346","1","237","6","1024","1","4888","3"
"2013","76","123","84","400","3","396","387","1","559","6","1040","5","5093","4"
"4160","70","81","70","315","7","252","268","1","335","6","970","5","6540","1"
"3480","95","106","71","13","0","726","245","1","344","8","475","7","5571","3"
"3343","88","185","54","95","7","709","278","1","471","7","172","9","5419","4"
"2233","84","103","57","446","1","267","373","1","547","6","946","10","5074","4"
"3308","86","165","83","40","3","420","245","1","443","8","751","10","5563","4"
"2868","58","180","36","118","11","718","356","1","524","7","580","2","5459","2"
"2220","58","141","93","35","2","301","316","1","429","7","631","4","4238","3"
"3196","70","154","63","446","5","411","326","1","559","7","653","5","5896","4"
"4355","100","128","64","349","5","826","203","1","504","6","1071","5","7617","4"
"3273","99","110","98","101","7","821","251","1","577","8","290","5","5641","4"
"3972","94","90","32","216","7","388","205","1","512","6","872","1","6396","4"
"3963","52","102","88","392","9","301","286","1","540","8","147","1","5890","1"
"4440","82","94","32","196","11","554","278","1","310","7","429","5","6439","1"
"3701","81","117","87","254","11","374","318","1","540","7","1027","5","6523","4"
"3073","76","94","33","154","11","830","279","1","444","6","109","8","5118","4"
"4090","47","187","74","6","10","584","306","1","544","6","523","9","6387","2"
"3157","80","183","68","136","7","558","279","1","237","6","1147","2","5861","3"
"3607","84","132","73","489","0","483","244","1","458","8","946","9","6534","1"
"2364","83","97","49","320","0","906","220","1","392","7","251","3","4693","2"
"2649","99","107","30","135","5","512","299","1","268","8","920","5","5038","3"
"2808","87","143","54","398","4","932","348","1","205","6","620","5","5611","1"
"4953","66","75","94","464","5","302","276","1","395","8","917","7","7563","4"
"4430","48","192","68","333","6","547","295","1","338","6","612","8","6884","2"
"3748","95","87","52","27","10","696","278","1","591","8","547","4","6144","4"
"3985","67","196","73","204","5","895","344","1","241","7","606","9","6633","3"
"2037","94","135","51","498","6","473","332","1","577","7","108","10","4329","4"
"3799","49","106","36","201","5","943","351","1","426","8","852","4","6781","2"
"4976","86","135","34","494","9","555","297","1","385","8","495","8","7483","2"
"2846","73","153","73","376","4","931","267","1","581","8","1035","3","6351","2"
"2734","89","180","61","46","4","281","383","1","400","6","469","5","4659","1"
"3303","100","121","30","57","5","375","253","1","479","7","131","5","4867","3"
"4740","64","164","68","526","1","856","228","1","337","8","764","7","7764","2"
"2956","65","100","62","359","8","562","324","1","328","6","265","2","5038","3"
"4091","50","142","81","451","6","785","357","1","206","8","633","1","6812","1"
"2499","76","194","35","193","11","664","225","1","396","8","747","10","5059","1"
"3755","46","113","94","14","6","664","323","1","343","8","1106","7","6480","3"
"3309","48","166","53","206","3","434","223","1","298","7","916","2","5666","4"
"3480","80","171","95","452","10","790","381","1","514","8","42","5","6029","1"
